Content,Video title,Video publish time,Duration,Views,Watch time (hours),Subscribers,Estimated revenue (USD),Impressions,Impressions click-through rate (%)
3a54f66ee54,BadChannel Video 0031,"Dec 23, 2016",4.9,12450,301.1046,11,0.78,413229,3.63
a49bb82be04,BadChannel Video 0032,"Jan 02, 2017",1.0,18326,77.9545,13,14.55,995209,2.01
a1ff8932a94,BadChannel Video 0033,"Jan 08, 2017",3.5,9811,240.2843,9,16.27,469892,2.63
668f0feda24,BadChannel Video 0034,"Jan 18, 2017",8.4,427,13.6701,0,0.64,19574,2.3
45e485c46e7,BadChannel Video 0035,"Jan 11, 2017",1.0,48126,187.9925,45,0.0,4075401,1.37
7880cade073,BadChannel Video 0036,"Feb 24, 2017",2.7,440,6.5162,0,0.15,11560,4.32
667ba0a115e,BadChannel Video 0037,"Mar 08, 2017",4.8,25666,707.2869,0,7.78,4515216,0.64
25b72ee4b4e,BadChannel Video 0038,"Mar 21, 2017",10.9,104,4.8852,0,0.14,2362,4.52
3db120fb5f3,BadChannel Video 0039,"Mar 05, 2017",11.7,367,33.4679,0,0.27,12783,3.21
be70fee33a8,BadChannel Video 0040,"Mar 18, 2017",11.4,36453,2013.0334,38,53.72,2841791,1.33
91402f2f1f4,BadChannel Video 0041,"Mar 14, 2017",8.7,31241,960.5762,13,48.53,1210667,2.58
b6d4770060d,BadChannel Video 0042,"Apr 22, 2017",12.5,208,19.1476,0,0.32,9753,2.81
6516fbe6034,BadChannel Video 0043,"Apr 09, 2017",4.9,151,3.3583,0,0.33,8807,2.05
06b5dc98eda,BadChannel Video 0044,"Apr 16, 2017",8.6,14905,613.9987,10,0.1,711923,2.19
bf4564e2ce4,BadChannel Video 0045,"Apr 08, 2017",6.8,34400,1331.9565,34,15.93,8844491,0.5
6c6b034fec4,BadChannel Video 0046,"Apr 18, 2017",1.0,51000,171.405,40,87.1,2924156,2.4
7d9b5c09795,BadChannel Video 0047,"Apr 02, 2017",8.0,43754,2161.8913,44,42.81,2741432,1.65
8a35285c9ec,BadChannel Video 0048,"May 05, 2017",5.7,17232,479.7269,6,23.73,1054527,1.86
ccf941b777d,BadChannel Video 0049,"May 26, 2017",8.4,30828,1335.708,19,0.0,1126110,3.09
b49600d6e45,BadChannel Video 0050,"Jun 01, 2017",1.0,45229,277.8891,32,64.62,1332025,4.43
35e8c4c185d,BadChannel Video 0051,"Jun 07, 2017",8.9,100,4.6498,0,0.1,3651,3.25
dd3cf5b5280,BadChannel Video 0052,"Jun 27, 2017",2.7,114847,1643.4075,29,146.73,4287936,2.63
03427bcdfb6,BadChannel Video 0053,"Jun 16, 2017",9.7,22837,1471.7711,19,14.14,5008236,0.5
c861e13ced3,BadChannel Video 0054,"Jun 14, 2017",4.4,63482,728.0363,73,59.67,5428231,1.48
0df7ae0de81,BadChannel Video 0055,"Jul 10, 2017",5.4,94966,2909.158,69,1.3,3192097,3.12
b08f1ef5afb,BadChannel Video 0056,"Jul 24, 2017",3.3,50696,333.3573,46,10.97,1265412,5.73
dd52af0ccf6,BadChannel Video 0057,"Jul 13, 2017",2.5,91361,1284.448,61,44.25,1805217,4.87
b2c94a95bed,BadChannel Video 0058,"Jul 12, 2017",5.2,37649,818.0335,16,31.53,6339409,0.71
774f9130aac,BadChannel Video 0059,"Jul 08, 2017",3.6,20199,237.7033,17,28.1,1039331,2.35
f042198b5f5,BadChannel Video 0060,"Aug 18, 2017",6.4,25324,405.0072,35,0.0,1375115,2.16
5d7430f43f4,BadChannel Video 0061,"Aug 25, 2017",10.0,106263,5367.1393,68,0.0,3481721,3.05
a90f142ffdc,BadChannel Video 0062,"Aug 14, 2017",9.5,49123,2360.4393,34,59.5,1498614,4.06
ad5543a3a54,BadChannel Video 0063,"Sep 10, 2017",4.2,103193,2101.685,52,57.39,3030477,4.0
7e57850c047,BadChannel Video 0064,"Sep 24, 2017",12.0,7595,330.3355,4,0.0,388271,1.99
72f33e73cf2,BadChannel Video 0065,"Sep 08, 2017",1.1,74390,253.475,54,175.18,3264443,2.34
fee5186646f,BadChannel Video 0066,"Oct 11, 2017",2.9,25837,318.1096,15,23.82,932662,3.32
17be1b6a195,BadChannel Video 0067,"Oct 25, 2017",6.1,64291,1692.4358,71,94.92,1461792,5.39
be9bd2a4e5d,BadChannel Video 0068,"Oct 08, 2017",5.4,71144,1735.6517,41,73.17,1655608,4.71
259cd49b630,BadChannel Video 0069,"Oct 16, 2017",4.3,66698,2057.4017,92,116.6,3319239,2.56
f1763fc53a9,BadChannel Video 0070,"Nov 15, 2017",9.0,27936,221.7493,19,13.88,1036715,3.04
598a3b1d3ac,BadChannel Video 0071,"Nov 26, 2017",6.6,394,16.4016,0,0.42,35117,1.3
9d904ed8a14,BadChannel Video 0072,"Nov 27, 2017",5.8,324,12.4463,0,0.6,11828,2.78
766fa540e77,BadChannel Video 0073,"Dec 09, 2017",6.7,287,4.3248,0,0.03,15530,2.0
941e514687a,BadChannel Video 0074,"Dec 09, 2017",4.9,41254,668.3702,28,115.49,2789269,1.62
f894e09962d,BadChannel Video 0075,"Jan 22, 2018",6.6,11593,381.3181,5,0.0,340876,3.83
28752eaf25e,BadChannel Video 0076,"Jan 05, 2018",5.9,8557,230.6996,4,4.91,219378,4.44
aa068b61b40,BadChannel Video 0077,"Jan 11, 2018",9.5,335,16.2384,0,0.0,22124,1.77
adc055d639f,BadChannel Video 0078,"Feb 18, 2018",3.9,72460,1547.5924,79,0.0,2633500,2.92
60cb96f63c2,BadChannel Video 0079,"Feb 08, 2018",1.0,8561,41.5883,4,11.84,269376,3.7
dac6868a2eb,BadChannel Video 0080,"Feb 23, 2018",7.9,498,20.6901,0,0.14,16144,3.91
99ee26d0167,BadChannel Video 0081,"Feb 17, 2018",5.7,14457,423.7519,12,22.12,369812,4.19
4eeac67a092,BadChannel Video 0082,"Mar 13, 2018",9.3,94324,4641.9123,45,69.51,3587879,2.89
755ee6bf0e5,BadChannel Video 0083,"Mar 01, 2018",6.0,10854,361.9272,14,0.88,571223,1.93
bfef966c179,BadChannel Video 0084,"Mar 03, 2018",7.7,7066,128.3886,2,14.56,640462,1.42
e3a85f1d24b,BadChannel Video 0085,"Mar 04, 2018",6.8,6289,104.9838,5,0.0,411350,1.61
3894948c42f,BadChannel Video 0086,"Mar 16, 2018",9.4,45630,2377.5525,21,94.84,1482886,3.74
fce855f1633,BadChannel Video 0087,"Apr 01, 2018",3.6,225,2.6596,0,0.0,7642,3.64
cfd40cf8b27,BadChannel Video 0088,"Apr 16, 2018",2.6,19433,314.0362,7,50.95,1193827,2.06
eb401230506,BadChannel Video 0089,"Apr 25, 2018",3.9,152,2.5264,0,0.0,4931,3.37
dc4e6c21a33,BadChannel Video 0090,"May 08, 2018",1.0,17467,43.2191,17,25.9,608302,3.76
72c9cc8b371,BadChannel Video 0091,"Jun 02, 2018",6.1,79101,1217.8168,28,95.27,7719384,1.3
c7776656467,BadChannel Video 0092,"Jun 25, 2018",3.1,469,5.4783,0,0.63,15733,3.18
df13e190219,BadChannel Video 0093,"Jun 09, 2018",12.1,14287,817.3023,16,0.0,541640,3.06
043b19868f9,BadChannel Video 0094,"Jul 06, 2018",2.3,8721,87.8392,6,24.42,447355,2.25
7870d8a59e8,BadChannel Video 0095,"Jul 15, 2018",3.3,171,1.2551,0,0.23,5868,3.32
ebffd83a4f8,BadChannel Video 0096,"Jul 12, 2018",2.8,20462,268.8073,25,11.17,525196,4.54
bebaa43da6c,BadChannel Video 0097,"Jul 13, 2018",3.9,29475,644.755,17,0.0,2243357,1.64
53b67ac47ac,BadChannel Video 0098,"Jul 25, 2018",14.5,18234,805.3181,16,39.32,546076,3.62
41721f23c01,BadChannel Video 0099,"Jul 24, 2018",5.9,389,9.2345,0,0.29,39712,1.37
aae553baa79,BadChannel Video 0100,"Aug 02, 2018",1.0,28476,130.7867,6,41.24,1126140,3.19
e285807f9d8,BadChannel Video 0101,"Aug 07, 2018",11.4,11769,111.714,6,18.21,596652,2.06
189b4c7c2c5,BadChannel Video 0102,"Sep 15, 2018",8.8,45731,3184.3987,18,0.0,1485151,3.92
f8e40963802,BadChannel Video 0103,"Sep 27, 2018",2.8,9949,139.2753,9,6.01,362105,3.1
8aef30e15db,BadChannel Video 0104,"Oct 13, 2018",6.5,195,3.9791,0,0.39,10820,2.53
5c16515ba69,BadChannel Video 0105,"Oct 19, 2018",1.4,8593,47.7929,7,0.0,766591,1.26
8d7deea4440,BadChannel Video 0106,"Oct 04, 2018",6.7,6770,117.2103,7,4.33,175557,4.27
fef287bba9c,BadChannel Video 0107,"Oct 18, 2018",4.4,23982,612.3391,0,17.99,2229958,1.27
276a948dd7f,BadChannel Video 0108,"Nov 10, 2018",5.3,8135,213.2354,7,4.66,324256,2.57
c89afb19a92,BadChannel Video 0109,"Nov 21, 2018",6.1,334,10.3633,0,0.34,12534,2.91
410a86f98eb,BadChannel Video 0110,"Nov 04, 2018",6.7,15258,534.1233,21,27.84,459715,4.27
3f0c5114685,BadChannel Video 0111,"Nov 24, 2018",5.8,26352,850.8602,8,49.17,566592,5.14
13a0dc55f63,BadChannel Video 0112,"Dec 09, 2018",8.6,32269,1688.6059,19,0.67,1519506,2.43
dc265075e0e,BadChannel Video 0113,"Dec 19, 2018",1.8,21349,287.1904,8,1.8,939114,2.98
5bf356e45a1,BadChannel Video 0114,"Jan 05, 2019",1.9,55440,433.4914,22,106.44,1421127,4.57
7547fb196be,BadChannel Video 0115,"Jan 20, 2019",7.6,187,8.7627,0,0.18,13851,1.77
08e15aeb0f6,BadChannel Video 0116,"Feb 23, 2019",11.0,200,7.4518,0,0.06,6298,3.63
80cc4f7e087,BadChannel Video 0117,"Feb 01, 2019",8.2,280,11.1976,0,0.14,9887,3.39
52bcdbdff9d,BadChannel Video 0118,"Feb 07, 2019",11.9,44021,2443.3374,0,0.0,6388036,0.88
a5da15f54ac,BadChannel Video 0119,"Mar 09, 2019",6.7,41800,1425.685,24,0.0,1965325,2.8
29df4988f03,BadChannel Video 0120,"Mar 10, 2019",4.2,38623,780.9346,17,133.24,2698112,1.96
55b03e514a1,BadChannel Video 0121,"Apr 20, 2019",1.4,24213,166.9478,9,38.24,1559440,1.55
ef9c89e329d,BadChannel Video 0122,"Apr 24, 2019",3.5,7239,79.2924,9,6.02,489998,1.78
5ece780bd7e,BadChannel Video 0123,"Apr 15, 2019",5.5,12323,357.9266,13,0.0,415271,3.3
d9a1fca8598,BadChannel Video 0124,"May 24, 2019",9.4,476,17.7038,0,0.27,11308,3.85
2fa5df51aeb,BadChannel Video 0125,"May 15, 2019",15.1,28168,2225.9038,0,9.23,1701994,1.93
3f5a28251ed,BadChannel Video 0126,"Jun 03, 2019",3.3,156,1.3379,0,0.2,21565,0.87
cc1a17f65ee,BadChannel Video 0127,"Jun 21, 2019",11.9,6531,332.7903,3,19.68,227850,3.82
5d1bfa1b5ae,BadChannel Video 0128,"Jun 27, 2019",6.3,33451,625.8871,0,42.01,1451623,2.12
2effb3ffa23,BadChannel Video 0129,"Jun 10, 2019",11.1,423,11.6654,0,0.4,21184,1.99
7058ef16e3a,BadChannel Video 0130,"Jul 19, 2019",1.9,32213,153.3042,29,83.34,1421844,3.42
a281349c6e0,BadChannel Video 0131,"Jul 01, 2019",3.3,8862,137.9635,2,0.0,269986,3.64
40607dd3378,BadChannel Video 0132,"Jul 11, 2019",7.7,59553,2364.6354,55,96.81,2991527,2.41
e4d420e5367,BadChannel Video 0133,"Jul 13, 2019",10.5,18435,670.6636,18,10.29,848995,2.89
45c16c5143e,BadChannel Video 0134,"Aug 11, 2019",8.7,51113,1858.1278,26,76.37,2411603,2.57
8e564173016,BadChannel Video 0135,"Sep 14, 2019",10.7,16776,804.4206,0,20.17,659650,2.57
8e20d8ff652,BadChannel Video 0136,"Sep 21, 2019",3.2,5518,83.3566,5,0.0,114749,5.61
770d5b0a705,BadChannel Video 0137,"Sep 14, 2019",7.1,438,11.0716,0,0.27,21377,2.6
7393378ab6c,BadChannel Video 0138,"Oct 02, 2019",2.5,28574,221.7615,12,3.42,750114,5.21
79838062440,BadChannel Video 0139,"Oct 05, 2019",6.5,255,4.3939,0,0.05,12017,2.55
dc4838fa712,BadChannel Video 0140,"Oct 10, 2019",8.9,12252,678.6362,13,23.38,739400,1.94
fb60918daf3,BadChannel Video 0141,"Nov 24, 2019",4.7,264,4.8559,0,0.02,34766,0.8
56e0999dab2,BadChannel Video 0142,"Nov 10, 2019",9.4,13018,742.2169,12,0.0,253449,5.34
7389b1d27e0,BadChannel Video 0143,"Nov 02, 2019",8.3,199,5.2216,0,0.33,4686,5.08
00983520a26,BadChannel Video 0144,"Dec 19, 2019",4.8,28280,412.4588,1,16.98,6675358,0.5
c2f64c7d0f2,BadChannel Video 0145,"Dec 09, 2019",6.1,271,8.9703,0,0.7,11535,2.82
faf384d2fc4,BadChannel Video 0146,"Dec 07, 2019",2.7,21050,372.6903,20,28.69,605836,3.79
eef4f676fc9,BadChannel Video 0147,"Dec 05, 2019",4.1,22461,439.3443,11,45.19,988102,2.69
4371427aed0,BadChannel Video 0148,"Dec 05, 2019",7.0,17179,720.3281,11,36.91,713423,2.72
d86f8eb0b9b,BadChannel Video 0149,"Jan 12, 2020",7.6,19439,889.9242,17,30.69,590671,2.99
79503abc652,BadChannel Video 0150,"Jan 02, 2020",8.2,75331,2652.2235,32,0.0,1551764,4.71
314b7baf099,BadChannel Video 0151,"Jan 03, 2020",5.4,10012,267.0239,3,3.01,400830,3.0
f86566f17c7,BadChannel Video 0152,"Feb 04, 2020",7.2,17698,370.6203,12,9.73,2905225,0.73
49b6784f540,BadChannel Video 0153,"Feb 12, 2020",8.7,9339,415.843,6,0.0,258182,4.11
07c944bdbf3,BadChannel Video 0154,"Feb 27, 2020",7.9,45016,1855.0498,44,34.03,6853871,0.62
939a4321f5d,BadChannel Video 0155,"Mar 01, 2020",9.2,17247,768.4345,7,30.82,1090707,1.72
d77fff9763e,BadChannel Video 0156,"Mar 21, 2020",11.3,254,14.9539,0,0.36,12589,2.38
0678ad90437,BadChannel Video 0157,"Apr 03, 2020",8.9,26337,982.7513,23,4.64,1224073,2.43
82eb1014f24,BadChannel Video 0158,"Apr 20, 2020",3.2,94,1.1968,0,0.19,3706,3.14
a60c74e84ef,BadChannel Video 0159,"Apr 12, 2020",9.4,33828,1859.5897,16,0.0,1017522,3.76
35e96b584d3,BadChannel Video 0160,"Apr 06, 2020",8.4,15941,455.6641,11,12.29,2647814,0.63
990f2d16414,BadChannel Video 0161,"May 19, 2020",6.1,19619,539.804,10,7.89,454582,4.35
d2c22388711,BadChannel Video 0162,"May 21, 2020",2.6,11023,124.2419,5,4.57,293965,4.17
6c4717a15e2,BadChannel Video 0163,"Jun 26, 2020",8.2,3615,130.5857,2,0.13,144902,2.86
47ce362a742,BadChannel Video 0164,"Jun 11, 2020",6.5,278,8.1879,0,0.38,10660,3.59
c1674a34e0e,BadChannel Video 0165,"Jul 21, 2020",3.8,11475,81.9013,7,13.29,609758,2.7
c32372d8ca5,BadChannel Video 0166,"Jul 23, 2020",5.5,14514,282.3451,4,22.07,698368,2.75
7402254c6cb,BadChannel Video 0167,"Jul 11, 2020",6.8,8409,364.5964,1,6.86,308610,3.25
ea7189ecb18,BadChannel Video 0168,"Jul 23, 2020",7.8,6400,263.5005,2,0.0,497434,1.51
2cad856ad5a,BadChannel Video 0169,"Aug 22, 2020",7.1,15477,382.93,7,0.0,448427,3.99
1a23622454f,BadChannel Video 0170,"Aug 18, 2020",4.2,9452,198.0693,4,6.25,202949,4.55
2cfb80fd707,BadChannel Video 0171,"Sep 15, 2020",6.8,14235,312.3416,12,17.63,2154002,0.61
fbcb660be6a,BadChannel Video 0172,"Sep 13, 2020",1.0,9945,49.2515,6,0.0,436856,2.76
76d92297453,BadChannel Video 0173,"Oct 10, 2020",7.7,19722,620.6329,10,5.58,646690,3.65
2016821ab98,BadChannel Video 0174,"Oct 05, 2020",7.1,7600,187.8099,7,0.0,555405,1.41
636f238d969,BadChannel Video 0175,"Oct 27, 2020",1.0,3,0.0041,0,0.0,129,2.84
57827ed1f37,BadChannel Video 0176,"Nov 21, 2020",11.2,5376,246.1194,6,0.0,567406,1.12
820701ca4b9,BadChannel Video 0177,"Nov 20, 2020",9.8,30717,1109.8411,5,46.9,2079655,1.6
a43c55541d6,BadChannel Video 0178,"Nov 18, 2020",4.4,311,7.6327,0,0.33,12187,3.12
c468370cff3,BadChannel Video 0179,"Dec 04, 2020",8.3,29806,1070.3486,29,47.4,1052998,3.14
3f9382c4778,BadChannel Video 0180,"Dec 21, 2020",7.6,8687,336.5137,6,8.8,388532,2.91
ba831d925e8,BadChannel Video 0181,"Dec 04, 2020",1.1,11864,53.5429,15,17.02,552729,2.71
4e051276271,BadChannel Video 0182,"Dec 03, 2020",7.6,6880,231.3655,8,4.62,161066,4.35
c6b23582eab,BadChannel Video 0183,"Jan 22, 2021",8.2,48775,2613.9938,68,36.0,1667122,4.04
b2f14037cdb,BadChannel Video 0184,"Jan 06, 2021",3.7,24439,412.533,8,0.0,1185718,2.72
051cd1624b8,BadChannel Video 0185,"Jan 22, 2021",6.9,11504,194.8861,13,5.77,419513,3.27
b213e49baa2,BadChannel Video 0186,"Jan 09, 2021",8.1,7468,316.2914,4,7.12,194843,4.25
914cd5b1254,BadChannel Video 0187,"Feb 16, 2021",6.5,26819,885.1373,12,0.0,960103,2.68
4d53711cbda,BadChannel Video 0188,"Feb 14, 2021",3.2,250,3.824,0,0.4,11304,2.75
19f0f3d5dfb,BadChannel Video 0189,"Feb 07, 2021",3.8,21747,358.3105,12,0.0,1163381,2.62
4d1ee374f11,BadChannel Video 0190,"Mar 15, 2021",6.4,34938,913.0334,31,41.56,1709071,2.18
0f017686399,BadChannel Video 0191,"Apr 10, 2021",3.1,7956,153.15,1,5.08,305922,2.73
183cb3cbf03,BadChannel Video 0192,"Apr 02, 2021",8.4,17545,206.1422,8,30.05,546614,4.09
242daf748c1,BadChannel Video 0193,"Apr 04, 2021",2.9,462,4.7974,0,0.21,16469,3.58
3fc7083203d,BadChannel Video 0194,"Apr 08, 2021",3.4,13444,245.9964,9,11.12,869813,1.83
f380c78e0d1,BadChannel Video 0195,"Apr 12, 2021",5.1,17832,371.2747,17,6.06,813709,2.78
05e3ba0c13b,BadChannel Video 0196,"May 25, 2021",7.4,6186,108.8534,7,16.34,169248,4.01
cb052dbeff0,BadChannel Video 0197,"Jun 23, 2021",4.8,16396,398.3643,20,26.84,967323,2.44
c040de05b0d,BadChannel Video 0198,"Jun 23, 2021",5.8,10116,308.4477,9,21.32,382827,2.71
e8965a1be72,BadChannel Video 0199,"Jul 21, 2021",9.5,24509,891.574,13,14.96,492100,4.99
a8fe453a17d,BadChannel Video 0200,"Jul 25, 2021",7.3,10782,555.2863,3,12.17,558798,2.67
d9b8bbad9c8,BadChannel Video 0201,"Jul 22, 2021",4.0,21363,238.7688,13,0.0,1047315,2.54
018f1b3f1a5,BadChannel Video 0202,"Aug 03, 2021",8.2,20339,625.9168,23,35.67,1226104,1.77
ed59e4eb7c8,BadChannel Video 0203,"Aug 03, 2021",8.1,8436,339.9585,3,8.93,293597,2.94
bb1205b42cb,BadChannel Video 0204,"Aug 20, 2021",8.3,14532,608.4047,14,8.04,497026,3.76
031f741c526,BadChannel Video 0205,"Aug 20, 2021",7.7,8529,215.8211,7,13.8,1898075,0.5
2c94d64e47e,BadChannel Video 0206,"Sep 27, 2021",10.1,29843,654.0659,10,55.54,1027339,3.47
7c25f4f1330,BadChannel Video 0207,"Sep 18, 2021",6.0,143,3.4699,0,0.2,18914,0.81
c6ac809fa9b,BadChannel Video 0208,"Oct 01, 2021",7.9,7108,193.0558,0,0.0,659250,1.4
88011be2e9f,BadChannel Video 0209,"Oct 09, 2021",7.0,438,13.5128,0,0.52,17337,2.87
092ba11e3ce,BadChannel Video 0210,"Oct 16, 2021",6.3,16506,524.8711,7,44.29,814352,2.31
8bc7d8d0bf2,BadChannel Video 0211,"Nov 14, 2021",7.4,5431,105.2756,2,14.92,223480,2.85
1c05bbce32f,BadChannel Video 0212,"Nov 25, 2021",4.0,5642,122.4668,1,11.08,204559,3.2
c165a57ae1f,BadChannel Video 0213,"Nov 10, 2021",6.5,4253,129.5535,2,3.33,143163,3.44
f053d63a4cd,BadChannel Video 0214,"Nov 19, 2021",10.3,18555,834.708,9,49.46,806929,2.79
066a91b9643,BadChannel Video 0215,"Dec 04, 2021",8.0,353,15.2943,0,0.56,7796,5.93
a679abb567d,BadChannel Video 0216,"Dec 07, 2021",4.6,2488,53.014,3,5.13,70735,4.21
579822dde30,BadChannel Video 0217,"Feb 16, 2022",4.8,2310,72.2628,2,1.8,56056,4.29
78bc494ad86,BadChannel Video 0218,"Feb 22, 2022",3.7,23793,460.6102,20,9.24,970719,3.26
ba2bed86e71,BadChannel Video 0219,"Feb 19, 2022",4.9,10343,146.0822,1,27.82,490224,2.81
e0f2ce5dd87,BadChannel Video 0220,"Mar 24, 2022",9.4,13322,472.4781,0,0.0,555150,2.9
7a57daef04b,BadChannel Video 0221,"Mar 19, 2022",9.2,5350,243.0507,2,0.0,630509,1.04
165d0a1f9a1,BadChannel Video 0222,"Mar 18, 2022",8.0,261,5.1619,0,0.49,15239,1.92
107c0f25bd7,BadChannel Video 0223,"Apr 02, 2022",3.6,4749,96.9071,3,1.91,121706,4.39
dbb917f4331,BadChannel Video 0224,"Apr 04, 2022",6.0,6706,208.6559,9,1.02,159358,4.02
6f0ae01ee03,BadChannel Video 0225,"Apr 15, 2022",6.8,2387,74.3385,1,3.29,58776,4.95
ad3a27b4f4b,BadChannel Video 0226,"May 12, 2022",1.2,4572,34.4031,5,0.0,163993,2.27
ab14883ba33,BadChannel Video 0227,"May 07, 2022",9.2,6153,249.8148,3,4.52,543365,1.27
8a9910c3508,BadChannel Video 0228,"May 24, 2022",7.9,12796,573.5807,7,27.41,471265,3.05
b9d84e1cc3e,BadChannel Video 0229,"May 09, 2022",6.7,13280,487.925,6,20.81,579852,3.11
a02cd63c2a9,BadChannel Video 0230,"May 01, 2022",5.7,3774,108.392,2,5.78,972999,0.5
7716be8abcd,BadChannel Video 0231,"May 20, 2022",4.0,12964,301.2444,7,0.0,611429,2.51
00a5772e2ae,BadChannel Video 0232,"May 27, 2022",6.2,3927,108.4607,4,4.38,395810,1.14
98dc3fe9943,BadChannel Video 0233,"Jun 07, 2022",5.4,290,4.6739,0,0.61,12403,2.29
9028f6b0169,BadChannel Video 0234,"Jun 05, 2022",1.0,14758,36.0341,9,3.34,354360,5.36
93b8ca26e42,BadChannel Video 0235,"Jun 04, 2022",7.7,5578,261.3002,3,1.62,178805,3.63
e6c93a8464a,BadChannel Video 0236,"Jun 01, 2022",6.2,32465,763.9854,41,35.15,652429,5.56
c010f0db974,BadChannel Video 0237,"Jun 17, 2022",11.4,5716,178.5164,3,8.62,146177,4.28
1c56266f5e5,BadChannel Video 0238,"Jun 23, 2022",9.1,4965,225.3159,5,12.06,165511,3.51
4593d0f84eb,BadChannel Video 0239,"Jul 17, 2022",4.2,12801,141.7591,10,0.0,447476,3.32
9fd5ff9082f,BadChannel Video 0240,"Jul 17, 2022",5.7,3564,68.2866,3,0.79,120278,2.65
873eb0b5240,BadChannel Video 0241,"Sep 19, 2022",4.0,44,0.8195,0,0.04,2740,2.29
c1a8b1ae503,BadChannel Video 0242,"Sep 08, 2022",1.0,212,0.8617,0,0.08,7143,3.22
fae2ae8409c,BadChannel Video 0243,"Sep 25, 2022",2.7,5044,71.431,4,11.77,181163,3.75
44a0ba7736b,BadChannel Video 0244,"Oct 16, 2022",3.1,10265,128.3641,4,12.51,769759,1.74
56eacd9379a,BadChannel Video 0245,"Oct 06, 2022",7.8,4558,228.3896,4,0.0,946437,0.5
f26c0149ebe,BadChannel Video 0246,"Oct 07, 2022",2.1,10949,76.9227,12,21.48,381778,3.38
3b763cbeaf9,BadChannel Video 0247,"Oct 11, 2022",1.0,17248,80.7996,3,11.98,889598,2.11
601bc316828,BadChannel Video 0248,"Oct 20, 2022",4.3,3423,58.5238,2,2.32,119633,3.89
08064744971,BadChannel Video 0249,"Nov 08, 2022",9.8,333,17.278,0,0.57,9803,4.01
